city,x,y
3397,3.541167e+05,9.027833e+05
3398,3.541194e+05,9.940389e+05
3399,3.541306e+05,7.873583e+05
3400,3.541333e+05,7.807111e+05
3401,354175,8.164306e+05
3402,3.541972e+05,1.190203e+06
3403,3.542111e+05,9.451444e+05
3404,3.542194e+05,9.927917e+05
3405,3.542306e+05,9.145583e+05
3406,3.542444e+05,844875
3407,3.542667e+05,9.183667e+05
3408,3.542861e+05,7.949333e+05
3409,3.542889e+05,8.150167e+05
3410,3.542944e+05,8.572306e+05
3411,3.543028e+05,9.423139e+05
3412,3.543083e+05,834475
3413,354325,9.361528e+05
3414,354325,9.630472e+05
3415,3.543389e+05,7.958722e+05
3416,3.543389e+05,1.064461e+06
3417,3.543417e+05,8.062083e+05
3418,3.543528e+05,1011725
3419,3.543583e+05,9.709111e+05
3420,3.543639e+05,1.008053e+06
3421,3.543667e+05,9.434806e+05
3422,3.543722e+05,9.367278e+05
3423,3.543917e+05,8.864139e+05
3424,3.543972e+05,9.598167e+05
3425,3.544056e+05,9.338778e+05
3426,3.544111e+05,8.977806e+05
3427,3.544194e+05,9.744056e+05
3428,3.544278e+05,8.459306e+05
3429,3.544278e+05,1.208911e+06
3430,3.544472e+05,7.842722e+05
3431,3.544528e+05,1.002706e+06
3432,3.544694e+05,8.508444e+05
3433,3.544917e+05,8.678889e+05
3434,3.544917e+05,898150
3435,3.544944e+05,9.739639e+05
3436,3.545806e+05,9.594111e+05
3437,3.546028e+05,9.478722e+05
3438,3.546222e+05,8.940194e+05
3439,3.546389e+05,8.152194e+05
3440,3.546583e+05,7.816083e+05
3441,3.546667e+05,8.565417e+05
3442,354675,9.751611e+05
3443,3.546861e+05,8.300417e+05
3444,354700,9.552278e+05
3445,3.547139e+05,9.346639e+05
3446,3.547139e+05,9.835528e+05
3447,354725,7.741583e+05
3448,3.547361e+05,8.125472e+05
3449,3.547778e+05,9.422167e+05
3450,3.547972e+05,7.918056e+05
3451,3.548167e+05,8.608861e+05
3452,3.548333e+05,8.646028e+05
3453,3.548667e+05,8.086028e+05
3454,3.548667e+05,9.668472e+05
3455,3.548694e+05,938275
3456,3.548722e+05,8.062194e+05
3457,3.548861e+05,8.298889e+05
3458,3.548944e+05,9.716333e+05
3459,3.548944e+05,1.206697e+06
3460,354900,9.035861e+05
3461,3.549111e+05,9.732278e+05
3462,3.549139e+05,9.203111e+05
3463,3.549222e+05,941375
3464,3.549389e+05,850125
3465,3.549417e+05,9.530528e+05
3466,3.549694e+05,7.798222e+05
3467,354975,9.726861e+05
3468,3.549833e+05,9.496944e+05
3469,3.549917e+05,8.084889e+05
3470,3.550056e+05,9.405139e+05
3471,3.550333e+05,969025
3472,3.550417e+05,9.744583e+05
3473,3.550667e+05,9.776222e+05
3474,3.550694e+05,7.873944e+05
3475,3.550778e+05,9.014694e+05
3476,3.550833e+05,7.833972e+05
3477,355125,7.710083e+05
3478,3.551333e+05,8.454528e+05
3479,3.551472e+05,8.479028e+05
3480,3.551472e+05,1.063653e+06
3481,355150,8.824528e+05
3482,3.551556e+05,9.896694e+05
3483,3.551861e+05,9.763194e+05
3484,3.551972e+05,8.436361e+05
3485,355225,9.761861e+05
3486,3.552278e+05,9.737694e+05
3487,3.552611e+05,9.870722e+05
3488,3.552722e+05,8.633361e+05
3489,3.552806e+05,1.087419e+06
3490,3.552889e+05,7.740139e+05
3491,3.552972e+05,8.066833e+05
3492,3.553222e+05,9.795472e+05
3493,355325,7.703278e+05
3494,3.553278e+05,828375
3495,3.553278e+05,9.042056e+05
3496,3.553333e+05,8.291083e+05
3497,3.553361e+05,8.252861e+05
3498,3.553611e+05,1.009594e+06
3499,3.553639e+05,7.828472e+05
3500,355400,7.662333e+05
3501,3.554528e+05,779750
3502,3.554556e+05,8.061111e+05
3503,3.554639e+05,770525
3504,3.554778e+05,8.755194e+05
3505,3.554944e+05,9.857778e+05
3506,3.554972e+05,8.265028e+05
3507,3.555083e+05,9.754861e+05
3508,3.555111e+05,8.040667e+05
3509,3.556083e+05,9.755111e+05
3510,3.556417e+05,8.964639e+05
3511,3.556417e+05,9.071667e+05
3512,3.556417e+05,1.210797e+06
3513,3.556583e+05,9.728667e+05
3514,3.556917e+05,8.058194e+05
3515,3.557417e+05,1.056744e+06
3516,3.557528e+05,1.011839e+06
3517,3.557556e+05,8.121194e+05
3518,3.557778e+05,9.896417e+05
3519,3.558417e+05,7.880028e+05
3520,3.558417e+05,8.811944e+05
3521,3.558472e+05,8.081028e+05
3522,3.558694e+05,8.046306e+05
3523,3.558806e+05,1.184911e+06
3524,355900,8.424194e+05
3525,3.559139e+05,9.246028e+05
3526,3.559417e+05,1193400
3527,3.559611e+05,7.812444e+05
3528,3.559778e+05,824000
3529,3.560083e+05,8.255417e+05
3530,3.560139e+05,8.446111e+05
3531,3.560278e+05,8.591972e+05
3532,3.560556e+05,8.518889e+05
3533,3.560667e+05,7.782361e+05
3534,356075,958600
3535,3.560806e+05,9.682083e+05
3536,3.560917e+05,1.184828e+06
3537,3.561111e+05,7.737306e+05
3538,3.561111e+05,9.032972e+05
3539,3.561222e+05,8.044694e+05
3540,3.561389e+05,9.967111e+05
3541,3.561389e+05,1.067253e+06
3542,3.561444e+05,8.881389e+05
3543,356150,8.703528e+05
3544,3.561722e+05,8.783944e+05
3545,3.561778e+05,8.232139e+05
3546,3.562028e+05,9.089833e+05
3547,356225,1176700
3548,3.562333e+05,9.596028e+05
3549,3.562889e+05,8.218083e+05
3550,3.563111e+05,9.831694e+05
3551,3.563278e+05,9.938139e+05
3552,3.563333e+05,8.011611e+05
3553,3.563333e+05,8.258222e+05
3554,356350,7.793333e+05
3555,3.563556e+05,9.416722e+05
3556,3.563611e+05,8.337778e+05
3557,3.563833e+05,912650
3558,3.563972e+05,1.016028e+06
3559,3.564194e+05,9.774611e+05
3560,3.564417e+05,8.230306e+05
3561,3.564528e+05,780100
3562,3.564861e+05,9.565583e+05
3563,3.564972e+05,8.812667e+05
3564,3.564972e+05,9.107389e+05
3565,3.565056e+05,7.845667e+05
3566,3.565083e+05,8.839333e+05
3567,3.565083e+05,1.176608e+06
3568,3.565278e+05,9.747778e+05
3569,3.565778e+05,8.202556e+05
3570,3.566111e+05,8.417222e+05
3571,3.566167e+05,9.719528e+05
3572,356650,9.888278e+05
3573,3.566778e+05,1.013969e+06
3574,3.566972e+05,8.122167e+05
3575,3.567083e+05,8.047444e+05
3576,3.567278e+05,8.957333e+05
3577,3.567361e+05,9.050722e+05
3578,3.567444e+05,9.009972e+05
3579,3.567806e+05,1.081506e+06
3580,3.567806e+05,1.192283e+06
3581,3.568056e+05,1.090519e+06
3582,3.568167e+05,804325
3583,3.568389e+05,8.200944e+05
3584,3.568417e+05,8.199194e+05
3585,3.568694e+05,1.059372e+06
3586,3.569139e+05,1.006378e+06
3587,3.569194e+05,8.486083e+05
3588,3.569222e+05,804350
3589,3.569417e+05,9.706306e+05
3590,3.569694e+05,8.256083e+05
3591,3.570056e+05,8.088833e+05
3592,3.570167e+05,9.144139e+05
3593,3.570167e+05,9.688056e+05
3594,3.570444e+05,8.203611e+05
3595,3.570472e+05,967650
3596,357050,8.996944e+05
3597,3.570639e+05,8.121889e+05
3598,3.570694e+05,1.184553e+06
3599,3.570722e+05,8.107583e+05
3600,3.570778e+05,7.981389e+05
3601,3.571111e+05,7.861444e+05
3602,3.571111e+05,890875
3603,3.571389e+05,8.142222e+05
3604,3.571417e+05,8.351028e+05
3605,3.571444e+05,8.114639e+05
3606,357200,791775
3607,3.572333e+05,794625
3608,3.572583e+05,9.797611e+05
3609,3.572722e+05,8.147083e+05
3610,3.572889e+05,814000
3611,3.572889e+05,8.177944e+05
3612,3.572917e+05,1.185486e+06
3613,3.573056e+05,9.119833e+05
3614,3.573194e+05,1.051511e+06
3615,357325,7.885056e+05
3616,3.573278e+05,8.433389e+05
3617,3.573306e+05,8.067722e+05
3618,3.573333e+05,7.965278e+05
3619,3.574056e+05,8.156333e+05
3620,3.574222e+05,9.056222e+05
3621,357425,960700
3622,3.574361e+05,796925
3623,3.574417e+05,9.874722e+05
3624,3.574444e+05,1.090758e+06
3625,3.574528e+05,816850
3626,3.574528e+05,8.952972e+05
3627,3.574722e+05,8.546667e+05
3628,3.574778e+05,9.536944e+05
3629,3.574861e+05,9.665778e+05
3630,3.575194e+05,7.767028e+05
3631,3.575472e+05,1.184244e+06
3632,3.575611e+05,8.992806e+05
3633,3.575639e+05,8.397056e+05
3634,3.575778e+05,8.160444e+05
3635,3.575806e+05,9.032222e+05
3636,3.576028e+05,8.413583e+05
3637,3.576361e+05,1.059319e+06
3638,3.576889e+05,1.192461e+06
3639,3.576972e+05,9.164083e+05
3640,3.577194e+05,7.863889e+05
3641,3.577194e+05,8.778389e+05
3642,3.577389e+05,8.143139e+05
3643,3.577583e+05,889900
3644,3.578083e+05,783700
3645,357825,808875
3646,3.578472e+05,8.911722e+05
3647,357875,7.848083e+05
3648,3.578833e+05,7.763806e+05
3649,3.578833e+05,8.355444e+05
3650,3.578944e+05,8.397389e+05
3651,357900,7.820417e+05
3652,3.579139e+05,7.878139e+05
3653,357950,8.393194e+05
3654,3.579639e+05,8.143083e+05
3655,3.579667e+05,1.191069e+06
3656,3.579722e+05,8.268417e+05
3657,3.579722e+05,8.425611e+05
3658,357975,9.525028e+05
3659,3.579806e+05,9.767833e+05
3660,3.580278e+05,8.877472e+05
3661,3.580278e+05,9.650583e+05
3662,3.580639e+05,7.786361e+05
3663,3.580833e+05,970125
3664,3.581028e+05,8.055611e+05
3665,3.581111e+05,7.689694e+05
3666,3.581444e+05,9.462833e+05
3667,3.581472e+05,8.922556e+05
3668,3.581611e+05,9.043417e+05
3669,3.581778e+05,7.980333e+05
3670,3.581972e+05,8.891583e+05
3671,3.582028e+05,9.567389e+05
3672,3.582167e+05,9.112833e+05
3673,3.582389e+05,7.725556e+05
3674,3.582389e+05,8.025361e+05
3675,3.582417e+05,783150
3676,3.582639e+05,8.254944e+05
3677,3.582694e+05,1014425
3678,358275,8.394083e+05
3679,358275,8.607167e+05
3680,3.583028e+05,9.255778e+05
3681,3.583056e+05,9.639083e+05
3682,3.583833e+05,8.940611e+05
3683,3.584222e+05,9.070417e+05
3684,358425,7.563889e+05
3685,3.584472e+05,9.841278e+05
3686,3.584556e+05,8.639028e+05
3687,3.584833e+05,8.149611e+05
3688,3.585056e+05,9.531806e+05
3689,3.585444e+05,7.705583e+05
3690,3.585889e+05,1.087608e+06
3691,3.586139e+05,9.793139e+05
3692,3.586556e+05,846850
3693,3.586556e+05,1.019728e+06
3694,3.586667e+05,7.674889e+05
3695,3.586694e+05,7.782944e+05
3696,3.586806e+05,8.356194e+05
3697,3.586833e+05,921175
3698,3.587083e+05,9.552222e+05
3699,3.587278e+05,9.175389e+05
3700,3.587556e+05,8.939611e+05
3701,3.587639e+05,9.606083e+05
3702,3.587778e+05,7.661556e+05
3703,3.587889e+05,974250
3704,358800,9.016694e+05
3705,3.588083e+05,8.450861e+05
3706,358825,8.008222e+05
3707,3.588417e+05,1.192714e+06
3708,3.588944e+05,775325
3709,3.589056e+05,9.034417e+05
3710,3.589222e+05,8.282917e+05
3711,3.589222e+05,904525
3712,3.589389e+05,8.056167e+05
3713,3.589667e+05,7.753611e+05
3714,359000,9.058194e+05
3715,3.590278e+05,8.025722e+05
3716,3.590806e+05,7.567611e+05
3717,3.590889e+05,9.263111e+05
3718,3.590917e+05,8.487806e+05
3719,359100,7.907556e+05
3720,3.591278e+05,1.003817e+06
3721,3.591389e+05,8.153917e+05
3722,3.591528e+05,8.206472e+05
3723,3.591528e+05,9.496972e+05
3724,359175,762525
3725,3.591972e+05,8.875889e+05
3726,3.592167e+05,8.117667e+05
3727,3.592417e+05,9.418833e+05
3728,359250,8.686889e+05
3729,3.592583e+05,8.546417e+05
3730,3.592722e+05,8.991889e+05
3731,359325,9.514111e+05
3732,3.593389e+05,845525
3733,3.593583e+05,9.025778e+05
3734,3.593806e+05,7.779083e+05
3735,3.594167e+05,9.154833e+05
3736,3.594194e+05,9.588306e+05
3737,3.594444e+05,772100
3738,3.594472e+05,960650
3739,3.594889e+05,8.502694e+05
3740,3.594944e+05,9.442333e+05
3741,3.595167e+05,9.565056e+05
3742,359525,9.759444e+05
3743,3.595528e+05,9.600861e+05
3744,3.595556e+05,8.000556e+05
3745,3.595722e+05,7.562444e+05
3746,3.595944e+05,9.536917e+05
3747,3.595972e+05,8.997194e+05
3748,3.596056e+05,8.392083e+05
3749,3.596056e+05,8.581417e+05
3750,3.596083e+05,7.825389e+05
3751,3.596194e+05,797625
3752,359625,1.190433e+06
3753,3.596694e+05,8.318778e+05
3754,3.596861e+05,1.192908e+06
3755,3.597306e+05,8.867806e+05
3756,3.597389e+05,9.703333e+05
3757,3.597444e+05,7.796583e+05
3758,3.597583e+05,943175
3759,3.597861e+05,1.148317e+06
3760,3.597972e+05,785100
3761,3.598056e+05,8.894139e+05
3762,3.598139e+05,9.791083e+05
3763,3.598194e+05,8.411389e+05
3764,359850,9.676667e+05
3765,3.598833e+05,9.660083e+05
3766,3.599111e+05,1060800
3767,359925,9.456778e+05
3768,3.599389e+05,7.889889e+05
3769,3.599417e+05,7.993556e+05
3770,3.599417e+05,941750
3771,3.599833e+05,7.694639e+05
3772,3.599861e+05,9.611389e+05
3773,3.600056e+05,8.842806e+05
3774,3.600139e+05,9.400806e+05
3775,360025,1.059297e+06
3776,3.600417e+05,1.201281e+06
3777,3.600806e+05,9.318639e+05
3778,3.600833e+05,1.199608e+06
3779,3.601028e+05,8.426972e+05
3780,3.601111e+05,7.785778e+05
3781,3.601139e+05,8.862278e+05
3782,3.601528e+05,834150
3783,3.601556e+05,8.658194e+05
3784,3.601667e+05,1.018242e+06
3785,3.602111e+05,8.796694e+05
3786,3.602139e+05,8.038222e+05
3787,3.602222e+05,1.069578e+06
3788,3.602278e+05,9.596806e+05
3789,3.603167e+05,8.402806e+05
3790,3.603444e+05,8.938556e+05
3791,3.603583e+05,8.947972e+05
3792,3.603639e+05,7.882361e+05
3793,3.603806e+05,8.824444e+05
3794,3.603806e+05,8.827361e+05
3795,3.603972e+05,1.149811e+06
3796,3.604167e+05,9.011389e+05
3797,3.604194e+05,9.424694e+05
3798,3.604444e+05,8.434444e+05
3799,3.604694e+05,9.029278e+05
3800,3.604889e+05,7.774944e+05
3801,3.605028e+05,909750
3802,3.605083e+05,9.023861e+05
3803,360525,9.579056e+05
3804,3.605333e+05,873125
3805,3.605361e+05,9.858806e+05
3806,3.605833e+05,905000
3807,3.605889e+05,8.809778e+05
3808,3.605944e+05,9.190833e+05
3809,3.605944e+05,1.025128e+06
3810,3.605944e+05,1.193111e+06
3811,3.606056e+05,7.660944e+05
3812,360625,9.415722e+05
3813,3.606528e+05,1.190158e+06
3814,3.606667e+05,8.899389e+05
3815,3.606889e+05,7.940083e+05
3816,3.607194e+05,8.413333e+05
3817,360725,7.979222e+05
3818,3.607528e+05,791000
3819,3.607639e+05,888100
3820,3.607694e+05,8.738778e+05
3821,360775,8.603333e+05
3822,3.608389e+05,8.779472e+05
3823,3.608389e+05,8.982917e+05
3824,3.608444e+05,9.658333e+05
3825,3.608611e+05,9.374111e+05
3826,3.608722e+05,819275
3827,3.609139e+05,7.936444e+05
3828,3.609444e+05,1.150411e+06
3829,3.609556e+05,7.943806e+05
3830,3.609583e+05,7.926722e+05
3831,3.609583e+05,844425
3832,3.609667e+05,811825
3833,3.609694e+05,8.041944e+05
3834,3.609806e+05,1.195594e+06
3835,3.609889e+05,7.830139e+05
3836,3.609972e+05,8.024444e+05
3837,3.610056e+05,8.705111e+05
3838,3.610167e+05,7.845833e+05
3839,3.610194e+05,871150
3840,3.610278e+05,7.950694e+05
3841,3.610333e+05,8.413194e+05
3842,3.610389e+05,8.355278e+05
3843,3.610472e+05,8.459722e+05
3844,3.610528e+05,7.771306e+05
3845,3.610556e+05,795425
3846,3.610722e+05,7.965889e+05
3847,361075,8.328694e+05
3848,361075,8.722083e+05
3849,3.610778e+05,8.763306e+05
3850,3.610833e+05,9.109722e+05
3851,3.610917e+05,9.789833e+05
3852,3.611278e+05,8.926167e+05
3853,3.611306e+05,7.947667e+05
3854,3.611417e+05,9.669889e+05
3855,3.611556e+05,9.705806e+05
3856,3.611611e+05,9.831667e+05
3857,3.611694e+05,8.676639e+05
3858,3.611944e+05,9.213583e+05
3859,3.611972e+05,8.007389e+05
3860,3.612194e+05,7.942917e+05
3861,3.612222e+05,7.868639e+05
3862,3.612222e+05,834925
3863,361275,8.898583e+05
3864,3.612944e+05,7.742056e+05
3865,3.613056e+05,8.242472e+05
3866,3.613194e+05,7.875694e+05
3867,361325,8.851861e+05
3868,3.613417e+05,9.015972e+05
3869,3.613444e+05,8.065972e+05
3870,361350,8.167778e+05
3871,361350,1.112392e+06
3872,3.613972e+05,9.610861e+05
3873,3.613972e+05,1.203592e+06
3874,361450,8.241694e+05
3875,3.614556e+05,1.190597e+06
3876,3.614583e+05,8.116083e+05
3877,361475,8.526833e+05
3878,3.614806e+05,9.892389e+05
3879,3.614972e+05,9.929778e+05
3880,3.615111e+05,9.550917e+05
3881,3.615333e+05,8.880056e+05
3882,3.615361e+05,8.564361e+05
3883,3.615389e+05,959925
3884,3.615417e+05,8.370417e+05
3885,3.615444e+05,1.095519e+06
3886,3.615722e+05,8.197833e+05
3887,3.615833e+05,8.114778e+05
3888,3.616278e+05,8.550167e+05
3889,3.616306e+05,8.187167e+05
3890,3.616306e+05,8.283111e+05
3891,3.616611e+05,9.485444e+05
3892,3.617139e+05,8.119417e+05
3893,361725,8.592972e+05
3894,361750,1.151364e+06
3895,3.617722e+05,8.733972e+05
3896,3.617778e+05,9.423333e+05
3897,3.618083e+05,7.766694e+05
3898,3.618583e+05,9.534278e+05
3899,3.618667e+05,9.412861e+05
3900,3.618694e+05,9.038306e+05
3901,3.618806e+05,9.454028e+05
3902,3.618889e+05,9.574556e+05
3903,3.618944e+05,8.295861e+05
3904,361900,7.646639e+05
3905,3.619306e+05,8.965556e+05
3906,3.619556e+05,8.406806e+05
3907,3.619583e+05,8.544861e+05
3908,3.619611e+05,8.207056e+05
3909,3.619833e+05,8.115306e+05
3910,3.619833e+05,1.011919e+06
3911,3.619889e+05,1.151167e+06
3912,362000,8.651861e+05
3913,362000,951675
3914,3.620222e+05,8.028111e+05
3915,3.620222e+05,8.901222e+05
3916,362025,9.117444e+05
3917,3.620278e+05,1.201019e+06
3918,3.620306e+05,8.919083e+05
3919,3.620306e+05,1.190872e+06
3920,3.620611e+05,9.423417e+05
3921,3.620778e+05,1.193464e+06
3922,3.620861e+05,799050
3923,3.621278e+05,1211250
3924,3.621361e+05,886125
3925,3.621389e+05,832950
3926,3.621639e+05,8.051278e+05
3927,3.621667e+05,8.167472e+05
3928,3.621778e+05,8.415472e+05
3929,3.621889e+05,7.646417e+05
3930,3.622111e+05,9.192917e+05
3931,3.622389e+05,9.160833e+05
3932,3.622611e+05,9.268472e+05
3933,3.622722e+05,8.083361e+05
3934,3.622944e+05,7.711444e+05
3935,3.622972e+05,931075
3936,362325,8.070833e+05
3937,3.623333e+05,8.882444e+05
3938,3.623361e+05,8.974944e+05
3939,3.623389e+05,8.976944e+05
3940,3.623611e+05,9.005556e+05
3941,3.623694e+05,7.997972e+05
3942,3.623806e+05,9.631639e+05
3943,3.623917e+05,8.084472e+05
3944,3.624028e+05,8.029361e+05
3945,3.624194e+05,8.595194e+05
3946,3.624194e+05,9.597556e+05
3947,3.624417e+05,8.084861e+05
3948,3.625056e+05,837975
3949,3.625222e+05,8.595167e+05
3950,3.625528e+05,9.413056e+05
3951,3.625694e+05,8.308611e+05
3952,3.625861e+05,8.319528e+05
3953,3.625889e+05,8.919167e+05
3954,3.626139e+05,9.097111e+05
3955,3.626306e+05,902925
3956,3.626333e+05,8.948778e+05
3957,3.626417e+05,9.469278e+05
3958,362650,1.014058e+06
3959,362675,9.448444e+05
3960,3.626889e+05,9.847944e+05
3961,3.626944e+05,9.585444e+05
3962,3.627111e+05,9.253528e+05
3963,3.627389e+05,7.728472e+05
3964,3.627417e+05,8.706417e+05
3965,3.627583e+05,9.988083e+05
3966,3.627889e+05,9.259694e+05
3967,3.628028e+05,9.789778e+05
3968,3.628056e+05,8.035944e+05
3969,3.628083e+05,835150
3970,3.628306e+05,9.249389e+05
3971,3.628417e+05,8.217278e+05
3972,3.628667e+05,769850
3973,3.628944e+05,9.728778e+05
3974,3.629139e+05,8.870806e+05
3975,3.629278e+05,9.515306e+05
3976,3.629417e+05,8.247361e+05
3977,3.629528e+05,8.014194e+05
3978,3.629611e+05,1.191411e+06
3979,3.629722e+05,9.599111e+05
3980,3.629722e+05,9.700778e+05
3981,3.629778e+05,1.192058e+06
3982,3.629889e+05,8.422333e+05
3983,3.630083e+05,1.197819e+06
3984,3.630194e+05,7.622361e+05
3985,3.630194e+05,8.832667e+05
3986,3.630472e+05,866200
3987,3.630639e+05,8.219333e+05
3988,363075,9.758611e+05
3989,3.630806e+05,7.840694e+05
3990,363100,9.646389e+05
3991,3.631056e+05,7.859111e+05
3992,3.631194e+05,8.777333e+05
3993,363125,9.561583e+05
3994,3.631333e+05,8.235361e+05
3995,3.631556e+05,9.975722e+05
3996,3.631583e+05,914825
3997,3.631583e+05,1197075
3998,3.631833e+05,8.769472e+05
3999,363200,9.060194e+05
4000,3.632083e+05,1.212428e+06
4001,3.632306e+05,8.671333e+05
4002,363275,1.196447e+06
4003,3.632944e+05,7.839944e+05
4004,363300,8.418389e+05
4005,3.633028e+05,1.192911e+06
4006,3.633139e+05,7.721306e+05
4007,3.633194e+05,9.411833e+05
4008,3.633528e+05,9.343583e+05
4009,3.633583e+05,9.446056e+05
4010,3.633611e+05,1.020717e+06
4011,3.633778e+05,9.680361e+05
4012,3.633861e+05,8.916389e+05
4013,3.634167e+05,7.839028e+05
4014,3.634333e+05,8.885028e+05
4015,3.634861e+05,8.221083e+05
4016,3.635111e+05,1.194192e+06
4017,3.635278e+05,1.096172e+06
4018,3.635472e+05,7.966472e+05
4019,3.635556e+05,8.565889e+05
4020,3.635861e+05,1.056089e+06
4021,3.636111e+05,1.045947e+06
4022,3.636278e+05,9.075361e+05
4023,3.636444e+05,9.583861e+05
4024,3.636472e+05,9.356778e+05
4025,3.636833e+05,9.600111e+05
4026,3.637222e+05,8.222583e+05
4027,3.637278e+05,9.420861e+05
4028,3.637833e+05,8.947194e+05
4029,3.638083e+05,8.488444e+05
4030,3.638278e+05,841200
4031,3.638278e+05,9.019056e+05
4032,3.638333e+05,8.532306e+05
4033,3.638389e+05,9.258139e+05
4034,3.638528e+05,7.995972e+05
4035,3.638639e+05,8.046972e+05
4036,3.638722e+05,1.192169e+06
4037,363875,9.808944e+05
4038,3.638833e+05,8.644667e+05
4039,3.639083e+05,8.616722e+05
4040,3.639111e+05,9.504639e+05
4041,3.639222e+05,8.241167e+05
4042,3.639361e+05,7.898306e+05
4043,363950,8.677944e+05
4044,3.639556e+05,7.693222e+05
4045,3.639556e+05,8.072278e+05
4046,3.639556e+05,9.787806e+05
4047,3.639833e+05,7.815556e+05
4048,3.639917e+05,9.002361e+05
4049,364000,1.008022e+06
4050,3.640111e+05,9.373778e+05
4051,3.640361e+05,8.149306e+05
4052,3.640389e+05,7.933639e+05
4053,3.640528e+05,9.844028e+05
4054,3.640722e+05,8.300556e+05
4055,3.640722e+05,1055725
4056,3.640778e+05,9.057972e+05
4057,3.641222e+05,7.996722e+05
4058,3.641417e+05,963950
4059,3.641583e+05,7.760333e+05
4060,3.641694e+05,1.092281e+06
4061,3.641806e+05,8.262389e+05
4062,3.641972e+05,8.247667e+05
4063,3.642028e+05,8.147361e+05
4064,3.642111e+05,9.479667e+05
4065,3.642194e+05,9.445333e+05
4066,3.642417e+05,8.905694e+05
4067,3.642472e+05,1.213253e+06
4068,3.642528e+05,8.969944e+05
4069,3.642694e+05,7.759583e+05
4070,3.643333e+05,1.196858e+06
4071,3.643361e+05,993900
4072,3.643389e+05,1.001411e+06
4073,3.643444e+05,7.791222e+05
4074,3.643556e+05,9.786861e+05
4075,3.643667e+05,9.527111e+05
4076,3.643694e+05,7.722917e+05
4077,3.643694e+05,9.758528e+05
4078,3.643917e+05,9.920444e+05
4079,3.643944e+05,8.245583e+05
4080,3.644222e+05,7.709889e+05
4081,364425,8.359972e+05
4082,3.644417e+05,8.833444e+05
4083,3.644556e+05,7.819861e+05
4084,3.645083e+05,7.755917e+05
4085,3.645111e+05,7.767972e+05
4086,3.645167e+05,8.996694e+05
4087,3.645167e+05,1.031836e+06
4088,3.645194e+05,8.991917e+05
4089,3.645333e+05,1.005369e+06
4090,3.645417e+05,8.356944e+05
4091,3.646139e+05,7.765444e+05
4092,3.646389e+05,950475
4093,3.646444e+05,929200
4094,3.646639e+05,7.990722e+05
4095,3.647028e+05,8.665139e+05
4096,3.647083e+05,8.285194e+05
4097,3.647417e+05,8.226111e+05
4098,3.647444e+05,818050
4099,3.647611e+05,1.194422e+06
4100,3.647778e+05,8.259333e+05
4101,3.647972e+05,1.217314e+06
4102,364850,8.250333e+05
4103,3.648778e+05,8.783833e+05
4104,3.648833e+05,7.976694e+05
4105,364900,7.744167e+05
4106,3.649333e+05,900750
4107,3.649556e+05,9.154056e+05
4108,3.649806e+05,8.451278e+05
4109,3.649917e+05,806075
4110,3.650028e+05,7.764528e+05
4111,3.650028e+05,8.062667e+05
4112,3.650083e+05,8.887528e+05
4113,3.650417e+05,8.887417e+05
4114,365050,1017825
4115,3.650528e+05,8.112111e+05
4116,3.650667e+05,1.214433e+06
4117,3.650917e+05,868850
4118,3.651083e+05,1.049153e+06
4119,3.651389e+05,1.195531e+06
4120,3.651472e+05,9.461111e+05
4121,3.651889e+05,896125
4122,3.652111e+05,8.602639e+05
4123,3.652222e+05,8.271361e+05
4124,365225,9.393944e+05
4125,3.652333e+05,1.192858e+06
4126,3.652444e+05,9.153806e+05
4127,3.652889e+05,9.744361e+05
4128,3.652972e+05,832175
4129,3.652972e+05,8.735944e+05
4130,3.653028e+05,9.592333e+05
4131,3.653306e+05,8.232694e+05
4132,3.653333e+05,858500
4133,3.653556e+05,9.543222e+05
4134,3.654278e+05,1.198322e+06
4135,3.654333e+05,1.144461e+06
4136,3.654333e+05,1.193861e+06
4137,365450,1.192864e+06
4138,3.654556e+05,944850
4139,3.654611e+05,9.632694e+05
4140,3.654611e+05,9.826972e+05
4141,3.654833e+05,8.245583e+05
4142,3.654833e+05,8.256194e+05
4143,3.654861e+05,8.669611e+05
4144,365500,8.550528e+05
4145,3.655556e+05,8.246806e+05
4146,3.655694e+05,8.996639e+05
4147,3.656194e+05,8.624806e+05
4148,3.656194e+05,9.616139e+05
4149,3.656806e+05,8.960056e+05
4150,3.657083e+05,1.196111e+06
4151,3.657111e+05,8.918611e+05
4152,3.657361e+05,9.670389e+05
4153,3.657361e+05,9.957194e+05
4154,3.657444e+05,8.512889e+05
4155,3.657528e+05,9.060389e+05
4156,3.657694e+05,8.256778e+05
4157,3.657889e+05,9.846194e+05
4158,3.658167e+05,8.651639e+05
4159,3.658222e+05,8.706556e+05
4160,3.658222e+05,9.887944e+05
4161,3.658306e+05,7.720028e+05
4162,3.658444e+05,8.248944e+05
4163,3.658583e+05,7.939528e+05
4164,3.658639e+05,8.952778e+05
4165,3.658778e+05,8.412694e+05
4166,3.658861e+05,7.936639e+05
4167,3.659139e+05,8.257361e+05
4168,3.659222e+05,8.961528e+05
4169,3.659333e+05,1.218339e+06
4170,3.659361e+05,9.476889e+05
4171,3.659444e+05,9.438389e+05
4172,365950,8.218889e+05
4173,3.659528e+05,1.016361e+06
4174,3.659583e+05,9.024722e+05
4175,3.659639e+05,8.218861e+05
4176,3.659639e+05,1.194494e+06
